family,null,measure,scope,estimate,B,boot_mean,boot_bias,se,pct_lo,pct_hi,basic_lo,basic_hi,norm_lo,norm_hi,mcse_lo,mcse_hi,p_pct_2sided,p_norm_2sided,obs,null_mean,cond_sd,z_cond,z_boot,holm_pct_2sided,holm_norm_2sided
iv,N0p,Fviv,HVA_HVA,0.0029321509534014282,1000,0.002876490428727598,-5.5660524673830335e-05,0.0015860514875093612,-3.406002202531834e-05,0.006223973939687586,-0.0003596720328847298,0.0058983619288281745,-0.0001765099621169196,0.0060408118689197765,0.00010269881121497707,0.00015915050170698752,0.06,0.06449954337416448,,,,,1.8487110768427195,,
iv,N0p,Fviv,V1_HVA,0.004264545828021461,1000,0.004190664638548437,-7.388118947302368e-05,0.0030921079071471753,-0.001563820221155647,0.010449433874963297,-0.0019203422189203751,0.010092911877198569,-0.0017959856699870025,0.010325077326029924,0.0002173945099319214,0.0002896270169090964,0.174,0.1678420098431036,,,,,1.3791710884876571,,
iv,N0p,Fviv,HVA_V1,0.003325183166781895,1000,0.0033349880995078786,9.804932725983664e-06,0.0015570405700439922,0.0004160152184485032,0.006762247592960934,-0.00011188125939714383,0.006234351115115287,0.0002733836494956702,0.00637698268406812,0.00012009671706517008,0.00018900394707610643,0.024,0.03271374340785316,,,,,2.135579014930835,,
iv,N1,viv,all,0.0049974007477397615,1000,0.004752277420955914,-0.00024512332678384725,0.0037471759633592515,-0.002208939907210358,0.012334393397155731,-0.002339591901676208,0.012203741402689882,-0.002347064140444371,0.012341865635923894,0.00023900144545559325,0.00031761604356405525,0.198,0.1823203799909643,0.06879060929179234,0.06379320854405258,0.0013724490183792356,3.441405187705145,1.3336445356731297,,
iv,N1,viv,V1_V1,-0.0017318520248883213,1000,-0.002075534481168767,-0.0003436824562804458,0.004704853886344457,-0.010665142762299512,0.00761338919580385,-0.011077093245580493,0.00720143871252287,-0.010953365642123456,0.007489661592346814,0.00026954165261292387,0.0004006134421263271,0.626,0.7127994142620042,,,,,-0.3680990030136564,1.0,1.0
iv,N1,viv,HVA_HVA,0.005822106342880854,1000,0.005092080240464674,-0.0007300261024161805,0.006513237128352472,-0.0064346057412037585,0.01814565246185871,-0.006501439776097,0.018078818426965466,-0.0069438384286899905,0.0185880511144517,0.0003486733847002582,0.0005445623257092668,0.45,0.37138166833727315,,,,,0.8938882813796095,1.0,1.0
iv,N1,viv,V1_HVA,0.001957988427637016,1000,0.0027053007826564287,0.0007473123550194127,0.010311649062232628,-0.016235997909045945,0.0244743463128943,-0.020558369457620268,0.02015197476431998,-0.018252843734338935,0.02216882058961297,0.0006421843391885537,0.001033473945764516,0.816,0.8494022148214733,,,,,0.18988121258008386,1.0,1.0
iv,N1,viv,HVA_V1,0.011426589314486937,1000,0.011416424769267788,-1.0164545219149348e-05,0.008746170640915677,-0.004366385990624404,0.029866160012760545,-0.007012981383786671,0.027219564619598277,-0.005715905141707792,0.028569083770681666,0.0005081208157657579,0.0009099647070408934,0.194,0.19139356120468132,,,,,1.3064676855299309,1.0,1.0
iv,N1,Fviv,all,0.0014368820632317716,1000,0.0014576346173663928,2.0752554134621185e-05,0.001005697441412383,-0.00040963520530879345,0.003443611963635059,-0.0005698478371715158,0.003283399331772337,-0.000534284921936499,0.0034080490484000425,6.739441666983091e-05,8.238234381135485e-05,0.146,0.15307843300453197,0.058558754615342476,0.05712187255211071,,,1.4287418900199653,,
iv,N1,Fviv,V1_V1,-0.0006862882313069488,1000,-0.0007566549916718966,-7.036676036494775e-05,0.001126001965047929,-0.0030851455094076355,0.0015087339477695815,-0.002881310410383479,0.0017125690467937379,-0.002893252082800889,0.0015206756201869918,0.000111976732079907,9.957948282025618e-05,0.462,0.5421989377998029,,,,,-0.609491148870008,,
iv,N1,Fviv,HVA_HVA,0.002234057098954511,1000,0.002248498890240826,1.4441791286315137e-05,0.001979320349857339,-0.0014547768277478502,0.0061191485585990945,-0.0016510343606900724,0.005922891025656872,-0.0016454107867658733,0.006113524984674896,0.00012101157689671974,0.0001247104602915399,0.254,0.2590247887837166,,,,,1.1286991007370446,,
iv,N1,Fviv,V1_HVA,0.001166607930531684,1000,0.0012520154566593388,8.54075261276547e-05,0.0035832292402804937,-0.005408916509097034,0.008295734674863274,-0.005962518813799906,0.007742132370160403,-0.005856521380418083,0.008189737241481452,0.00022108023952377982,0.00035408352704336364,0.72,0.7447463370110619,,,,,0.3255744615547853,,
iv,N1,Fviv,HVA_V1,0.00242247466078899,1000,0.0024895173407132537,6.704267992426382e-05,0.0016260389232307742,-0.0005128978766239595,0.005742294216465909,-0.000897344894887929,0.005357847198201939,-0.0007645616287433273,0.005609510950321308,0.0001195494255406539,0.00018245202315652425,0.106,0.13627652818641536,,,,,1.489801151854212,,
iv,N1s,viv,all,0.0051692879572850636,0,,,,,,,,,,,,,,,,,,,,
iv,N1s,viv,V1_V1,-0.00026551363156413925,0,,,,,,,,,,,,,,,,,,,,
iv,N1s,viv,HVA_HVA,0.006075913863897464,0,,,,,,,,,,,,,,,,,,,,
iv,N1s,viv,V1_HVA,0.0018081267239385395,0,,,,,,,,,,,,,,,,,,,,
iv,N1s,viv,HVA_V1,0.01043805767920002,0,,,,,,,,,,,,,,,,,,,,
iv,N1s,Fviv,all,0.001691208286922092,0,,,,,,,,,,,,,,,,,,,,
iv,N1s,Fviv,V1_V1,0.0005599402119849096,0,,,,,,,,,,,,,,,,,,,,
iv,N1s,Fviv,HVA_HVA,0.0024304542349665443,0,,,,,,,,,,,,,,,,,,,,
iv,N1s,Fviv,V1_HVA,0.0009670243217787737,0,,,,,,,,,,,,,,,,,,,,
iv,N1s,Fviv,HVA_V1,0.0020455430430254174,0,,,,,,,,,,,,,,,,,,,,
iv,N2,viv,all,0.0052134216717457426,1000,0.004973356455485628,-0.00024006521626011423,0.003705298584546021,-0.0018705606471557763,0.012310458111542778,-0.0018836147680512932,0.01229740399064726,-0.0020489635539644585,0.012475806897455944,0.000224110277058094,0.0003143847084933318,0.166,0.1594220619209602,0.06879060929179234,0.06357718762004659,0.0013408532124363985,3.877830368076798,1.4070179643523921,,
iv,N2,viv,V1_V1,0.00031141385027030167,1000,-2.0308304935896527e-05,-0.0003317221552061982,0.00483192532458237,-0.00878542169505328,0.010425814541500846,-0.009802986840960242,0.009408249395593885,-0.009159159785911142,0.009781987486451746,0.00028726683809047294,0.0004389714838229273,0.998,0.9486125342919169,,,,,0.06444922662318206,1.0,1.0
iv,N2,viv,HVA_HVA,0.005821111682072378,1000,0.005214951754013611,-0.0006061599280587672,0.00636681496290555,-0.006370069436096465,0.018916614666315047,-0.00727439130217029,0.01801229280024122,-0.0066578456452224995,0.018300069009367256,0.0003740822958733028,0.0007793632562717629,0.438,0.36056477832227085,,,,,0.9142894392231347,1.0,1.0
iv,N2,viv,V1_HVA,0.003108566689843423,1000,0.0033707287962631135,0.0002621621064196906,0.010091364221923683,-0.016385168076016206,0.02481294704297939,-0.01859581366329254,0.02260230145570305,-0.016670507185126995,0.02288764056481384,0.0007470861129160151,0.0010676296124074996,0.75,0.7580501722974271,,,,,0.3080422648000359,1.0,1.0
iv,N2,viv,HVA_V1,0.009838498721929823,1000,0.009904221066965285,6.57223450354627e-05,0.008647773534419494,-0.007411978228160565,0.027834748716768293,-0.008157751272908648,0.02708897567202021,-0.0071111374055323855,0.02678813484939203,0.0007924092678589977,0.0007383051894758722,0.218,0.25524931054727584,,,,,1.1376915321349543,1.0,1.0
iv,N2,Fviv,all,0.0017327880185111753,1000,0.0017066250738292017,-2.6162944681973636e-05,0.0009535421135926276,-3.9370539657141515e-05,0.003595675202757208,-0.00013009916573485754,0.003504946576679492,-0.00013615452413037483,0.0036017305611527255,6.194844265247636e-05,7.317497770728071e-05,0.058,0.06918468276800542,0.058558754615342476,0.0568259665968313,,,1.817211839739946,,
iv,N2,Fviv,V1_V1,0.00045245657130813937,1000,0.00042511375301602407,-2.7342818292115298e-05,0.001024126778402051,-0.0015513768763787093,0.0025509506267000774,-0.0016460374840837986,0.002456290018994988,-0.0015548319143598801,0.0024597450569761588,8.166319281956231e-05,9.315764274076418e-05,0.686,0.6586358036869369,,,,,0.4417974227898905,,
iv,N2,Fviv,HVA_HVA,0.002231699783164476,1000,0.0021550247517815643,-7.66750313829119e-05,0.0017970803172304606,-0.0010982530458567047,0.005724529709571694,-0.0012611301432427415,0.005561652612185657,-0.0012905776386072263,0.005753977204936179,0.00012387488378456032,0.00012572473633022915,0.218,0.21429281619091134,,,,,1.2418475466938628,,
iv,N2,Fviv,V1_HVA,0.0027903836716217023,1000,0.002828992275239507,3.860860361780492e-05,0.0028524224483298115,-0.002511244744531492,0.00873023044553855,-0.0031494631022951462,0.008092012087774898,-0.0028003643271047284,0.008381131670348133,0.0002228881657418189,0.00027868846712108554,0.316,0.3279504479015285,,,,,0.9782504948576481,,
iv,N2,Fviv,HVA_V1,0.001756184407649484,1000,0.0017675973072923674,1.1412899642883334e-05,0.0015154245737572334,-0.001017689482395254,0.0049132511265993556,-0.0014008823113003874,0.004530058297694222,-0.0012140477569146935,0.004726416572213662,0.00011398511218914608,0.00016667471755211564,0.216,0.24650801365835673,,,,,1.1588728585120724,,
iv,N3,viv,all,0.004119939990288054,1000,0.003597789981602246,-0.000522150008685808,0.0035265926404143347,-0.0028173147893861493,0.010557183005438411,-0.002317303024862303,0.011057194769962258,-0.002792181584924042,0.01103206156550015,0.00021026327308057736,0.0002907096053469559,0.31,0.24270615024507336,0.06879060929179234,0.06467066930150428,0.0013366422706499177,3.0123603287939966,1.1682494720467653,,
iv,N3,viv,V1_V1,-0.00042674993167930226,1000,-0.0010167030903952762,-0.000589953158715974,0.004495108552257402,-0.009237970285155729,0.008267582215910094,-0.009121082079268698,0.008384470421797125,-0.009237162694103811,0.008383662830745207,0.0003111751293044368,0.00034851142229035614,0.802,0.924365254273445,,,,,-0.09493651303815397,1.0,1.0
iv,N3,viv,HVA_HVA,0.004005219891866907,1000,0.0029333769270013816,-0.001071842964865525,0.006081339490871723,-0.00856413878094522,0.014874108826936643,-0.0068636690432028295,0.016574578564679032,-0.007914205510241672,0.015924645293975484,0.0004603675930993034,0.00048311766254135346,0.638,0.5101474131865862,,,,,0.6586081730643165,1.0,1.0
iv,N3,viv,V1_HVA,0.0020663542151557928,1000,0.002565781461088412,0.0004994272459326191,0.009826086647561521,-0.015606451857711732,0.02260761967069316,-0.018474911240381572,0.01973916028802332,-0.01719277561406479,0.021325484044376373,0.0007194063602204231,0.0010375921333726221,0.818,0.8334392385316718,,,,,0.21029269222540256,1.0,1.0
iv,N3,viv,HVA_V1,0.009383375531446097,1000,0.009144580896802142,-0.00023879463464395422,0.008326271852547956,-0.006038273610333508,0.027110504026040316,-0.008343752963148123,0.0248050246732257,-0.006936117299547897,0.02570286836244009,0.0005642266407594222,0.0008022205582605303,0.268,0.25975938298419055,,,,,1.1269600245606504,1.0,1.0
iv,N3,Fviv,all,0.0010288630927021754,1000,0.000712574333681913,-0.0003162887590202624,0.0006098815599398864,-0.00041037693252651657,0.0020013982262156427,5.6327959188708174e-05,0.0024681031179308675,-0.00016650476478000196,0.002224230950184353,3.9757662483281556e-05,5.900038724211534e-05,0.248,0.09160559014576138,0.058558754615342476,0.057529891522640306,,,1.686988360172074,,
iv,N3,Fviv,V1_V1,5.053941567555632e-05,1000,-0.00016857863158092787,-0.00021911804725648418,0.0008415313789594677,-0.001833775867001397,0.0015181458276100192,-0.0014170669962589066,0.0019348546983525097,-0.0015988620870850004,0.001699940918436113,7.147208771334357e-05,8.100476879496225e-05,0.85,0.9521106482193928,,,,,0.060056483856902675,,
iv,N3,Fviv,HVA_HVA,0.0008977366368314953,1000,0.0005588876936213432,-0.0003388489432101521,0.0010429801749691776,-0.0012409164739834524,0.0028795291435814684,-0.0010840558699184777,0.003036389747646443,-0.001146504506108093,0.0029419777797710833,5.9873015006445726e-05,0.00010034048562407397,0.63,0.38938026377729174,,,,,0.860741803513212,,
iv,N3,Fviv,V1_HVA,0.0027271680579572413,1000,0.0023532183843758938,-0.00037394967358134754,0.0019409996736921135,-0.0011955173979328441,0.006407189133664628,-0.0009528530177501451,0.0066498535138473265,-0.001077191302479301,0.006531527418393784,0.00012050266203301129,0.00018141640814213253,0.208,0.1600115477409988,,,,,1.4050327235602782,,
iv,N3,Fviv,HVA_V1,0.001349618881961937,1000,0.000986896223435742,-0.00036272265852619495,0.0013760659887868912,-0.001479158454848309,0.0037483304328303512,-0.0010490926689064772,0.004178396218772183,-0.00134747045606037,0.004046708219984244,7.750869490853407e-05,0.00013192812039318057,0.454,0.3267009270470028,,,,,0.9807806405794032,,
