family,null,measure,scope,estimate,B,boot_mean,boot_bias,se,pct_lo,pct_hi,basic_lo,basic_hi,norm_lo,norm_hi,mcse_lo,mcse_hi,p_pct_2sided,p_norm_2sided,obs,null_mean,cond_sd,z_cond,z_boot,holm_pct_2sided,holm_norm_2sided
dt,N0p,sil,all,0.010043067844693703,1000,0.009817003372942331,-0.00022606447175137212,0.00391239069145065,0.002349034899749923,0.01737356091258499,0.0027125747768024164,0.017737100789637483,0.0023747820894504286,0.017711353599936978,0.00027382546508187075,0.0002799825081683662,0.01,0.010258556600209471,0.09654049406161969,0.086497426216926,,,2.566990016268007,,
dt,N0p,sil,V1_V1,0.005201145336722625,1000,0.004962843890920045,-0.0002383014458025804,0.004015528642723016,-0.0022854882639979485,0.013637798942442372,-0.0032355082689971212,0.0126877789374432,-0.002669290803014487,0.013071581476459739,0.00026707629172599583,0.0004044492868049574,0.196,0.19523126512672262,,,,,1.295257934754916,0.98,0.9761563256336131
dt,N0p,sil,HVA_HVA,0.008336938655629254,1000,0.007851870593476654,-0.00048506806215260073,0.0078048879024083355,-0.006416796372644014,0.024305610624313967,-0.007631733313055458,0.023090673683902524,-0.006960641633091083,0.023634518944349592,0.000506067694008754,0.000726197813979735,0.294,0.285444323176679,,,,,1.068168916693441,1.0,1.0
dt,N0p,sil,V1_HVA,0.01836375460867673,1000,0.01872728099457253,0.00036352638589580086,0.012000099646882373,-0.002859503622849797,0.04312011229389209,-0.006392603076538633,0.03958701284020326,-0.005156440699212721,0.04188394991656618,0.000684111742856371,0.0011148404509819557,0.108,0.1259424446053378,,,,,1.5303001765862532,0.756,0.8815971122373646
dt,N0p,sil,HVA_V1,0.013115023913710217,1000,0.012864949353845766,-0.0002500745598644511,0.006948294507418723,0.00026398628804061514,0.02757372618402492,-0.0013436783566044865,0.025966061539379817,-0.0005036333208304801,0.026733681148250914,0.00043402449448821636,0.0006776490982165451,0.046,0.05909082374471715,,,,,1.8875169870400932,0.368,0.4727265899577372
dt,N0p,Fsil,all,0.003971996197147639,1000,0.003932746628394785,-3.924956875285372e-05,0.001202673905873961,0.001739263803889621,0.006411669345354128,0.0015323230489411492,0.006204728590405656,0.0016147553416346752,0.006329237052660602,7.010960838720112e-05,9.320301104591902e-05,0.0,0.0009578004480511119,0.08429365104783017,0.08032165485068254,,,3.3026377123076123,,
dt,N0p,Fsil,V1_V1,0.0029660585403077514,1000,0.002921475788203725,-4.4582752104026235e-05,0.0010456502694198766,0.0009001831108843118,0.005179471936491748,0.0007526451441237552,0.005031933969731191,0.0009165840122447935,0.005015533068370709,8.160312966551937e-05,0.00010699801383616338,0.004,0.004560120555895075,,,,,2.836568427370378,,
dt,N0p,Fsil,HVA_HVA,0.003926799114787627,1000,0.003920760229458479,-6.038885329148411e-06,0.0025224282740672734,-0.000973212470121789,0.009166409527442219,-0.0013128112978669643,0.008826810699697044,-0.0010171603023842284,0.008870758531959483,0.00019880553530655346,0.00020960989159270278,0.11,0.1195290145321741,,,,,1.5567535280025564,,
dt,N0p,Fsil,V1_HVA,0.005856587441997432,1000,0.005800265818882134,-5.632162311529788e-05,0.00440005381795113,-0.002411655550504757,0.015090639959024271,-0.0033774650750294077,0.01412483043449962,-0.002767518041186783,0.014480692925181646,0.00033628698363645103,0.000505009051828561,0.18,0.1831803506483547,,,,,1.3310263202018133,,
dt,N0p,Fsil,HVA_V1,0.004117259752665274,1000,0.004052425124411608,-6.483462825366583e-05,0.0014867333073627798,0.0013409479748820949,0.007246360478398616,0.0009881590269319313,0.006893571530448453,0.0012032624702342253,0.0070312570350963225,9.46875504791838e-05,0.0001596708146359334,0.008,0.0056171175621067436,,,,,2.769333095771302,,
