scen,gamma,sid,code,n_elig,nsyn,npairs,obs:sil,obs:viv,oracle|sil,oracle|sil:null,oracle|viv,oracle|viv:null,N0|sil,N0|sil:null,N0|viv,N0|viv:null,N0|iters,N1|sil,N1|sil:null,N1|sil:csd,N1|sil:z,N1|viv,N1|viv:null,N1|viv:csd,N1|viv:z,N1|iters,N3|sil,N3|sil:null,N3|sil:csd,N3|sil:z,N3|viv,N3|viv:null,N3|viv:csd,N3|viv:z,N3|iters
OL,0.0,0,280aef9f8938,142,7386,6608,0.08389243488408094,0.059148391965382574,-0.0014165441253154282,0.08530897900939637,-0.0017411838156660376,0.06088957578104863,0.0030533389417643085,0.08083909594231661,0.0015793546676666815,0.0575690372977159,5,0.000406613604015538,0.08348582128006542,0.0011020759303276488,0.3689524404136575,-0.0005883191095645883,0.05973671107494718,0.0012955457841779614,-0.45410908417866797,10,0.00011252427781180642,0.08377991060626913,0.0011206359195360881,0.10041109324640274,-0.0008294940174355161,0.0599778859828181,0.0011932643122309343,-0.6951469250636424,9
OL,0.0,1,280aef9f8938,142,7386,6608,0.08550522793213765,0.06370707111438627,0.0006298407960247157,0.08487538713611292,0.0034758838135045644,0.06023118730088172,0.004369259705215855,0.08113596822692178,0.005830260381948965,0.05787681073243731,5,0.0010800788355544164,0.08442514909658322,0.0011787311976767002,0.9163063111278217,0.0025290590419154656,0.061178012072470804,0.001261577684502095,2.004679595227309,10,-0.0001225066214783429,0.085627734553616,0.0012058660206670485,-0.10159223278434859,0.0016458518149637062,0.062061219299422564,0.0011361099959368711,1.4486729461494494,7
OL,0.0,2,280aef9f8938,142,7386,6608,0.08463716568119105,0.05782860761525224,0.00023684850257207207,0.084400317178619,-0.002247881744833035,0.060076489360085264,0.004130131320083035,0.08050703436110804,0.0004774619476437453,0.0573511456676085,5,0.003341306198601871,0.08129585948258919,0.0012381496147341393,2.698628791577285,0.0023280339541545355,0.05550057366109771,0.0013507411175527194,1.723523422735869,9,0.002544408351399922,0.08209275732979116,0.0012176198229141288,2.089657464109274,0.0018254169381988292,0.05600319067705341,0.001099043988282078,1.6609134462872128,9
OL,0.0,3,280aef9f8938,142,7386,6608,0.08155558769289244,0.058863261200957806,-0.0024591482954232154,0.08401473598831564,-0.0008208467515582646,0.05968410795251607,0.0019126920325416403,0.07964289566035081,0.0019718869740661623,0.05689137422689164,5,-0.0010112113235714118,0.08256679901646385,0.0010743208692082507,-0.9412563346336656,-0.0005710064123369288,0.05943426761329475,0.0012258279267267148,-0.46581285993513555,8,-0.0014177228228105239,0.08297331051570296,0.0011291430864613602,-1.2555741073113669,-0.0010133309158088853,0.059876592116766686,0.001456216217006721,-0.6958656990455755,8
OL,0.0,4,280aef9f8938,142,7386,6608,0.07993121734950935,0.058370319056154064,-0.004612016551451217,0.08454323390096058,-0.0018187650160498578,0.06018908407220393,0.0005583252309848654,0.07937289211852448,0.0017956988197533063,0.056574620236400766,5,-0.00011465272401370546,0.08004587007352308,0.0012614303655453238,-0.09089104491641155,0.001645056510642072,0.056725262545512,0.0011832853913667104,1.3902449253953941,9,-0.0009152098651996277,0.08084642721470899,0.0010887415314181045,-0.8406126144628204,0.0010220086044407581,0.057348310451713305,0.0012646277718604102,0.8081497395374041,8
OL,0.0,5,280aef9f8938,142,7386,6608,0.08112732459014996,0.05554708044407897,-0.0030197458894276915,0.08414707047957766,-0.00411627575428305,0.059663356198362015,8.151628873775113e-05,0.0810458083014122,-0.002337435347640077,0.05788451579171905,5,-0.0006829366955126734,0.08181026128566263,0.001233578956536832,-0.5536221997738677,-0.003053831964904739,0.05860091240898372,0.0014470509580120875,-2.1103831540943077,10,0.00013108050999977312,0.08099624408015019,0.0011260363749832495,0.11640877054413365,-0.0021243245011574366,0.057671404945236406,0.0011470252862395866,-1.8520293550997753,11
OL,0.0,6,280aef9f8938,142,7386,6608,0.08453918265492352,0.06136327452459191,7.30380399161415e-05,0.08446614461500739,0.0015883425468091246,0.05977493197778279,0.004391287401541855,0.08014789525338167,0.00411439574260028,0.05724887878199162,5,0.0011710547134504712,0.08336812794147307,0.0013596156528095115,0.8613130563998747,0.002706745730301524,0.05865652879429039,0.0014280934661250722,1.895356147553768,8,-0.00031876907111279485,0.08485795172603633,0.001009137589652439,-0.3158826649422338,0.001467432035026347,0.05989584248956555,0.0009739996132084174,1.5066043303575156,12
OL,0.0,7,280aef9f8938,142,7386,6608,0.08474009547212248,0.060726486975487916,0.00041464827721287927,0.0843254471949096,0.001005449011178613,0.05972103796430931,0.0042128283945844225,0.08052726707753807,0.003111284315217503,0.05761520266027042,5,0.0020626500297104373,0.08267744544241205,0.0012102073470148906,1.704377381940533,0.001979590549584994,0.058746896425902924,0.001299998818916601,1.5227633446888469,9,0.002096719639294859,0.08264337583282763,0.0011358736024264795,1.8459092937944839,0.0019532529455695787,0.058773234029918346,0.0012359242606805201,1.58039857919294,11
OL,0.0,8,280aef9f8938,142,7386,6608,0.08294340879498628,0.05912516697473953,-0.0020604449525547857,0.08500385374754107,-0.001485153068485757,0.060610320043225294,0.002996837778836329,0.07994657101614996,0.0019490189114794298,0.05717614806326011,5,0.0014007255406549774,0.08154268325433131,0.0011460491269392743,1.2222212012811888,-0.000397494583557348,0.05952266155829688,0.0012299350143651863,-0.3231834031186674,8,-0.00019428949380620946,0.08313769828879249,0.0009583979261092485,-0.2027231993238498,-0.001370008934099871,0.060495175908839405,0.0011175194058269254,-1.2259374888314465,9
OL,0.0,9,280aef9f8938,142,7386,6608,0.0861560967552451,0.061562849696553804,-0.00012251208589043696,0.08627860884113556,0.0007951399059389032,0.0607677097906149,0.005431175800355009,0.08072492095489009,0.004059144977008239,0.057503704719545565,5,0.0015033556697330952,0.08465274108551202,0.0014171802412318779,1.0608076700436564,0.0009175818126958045,0.06064526788385799,0.0012684445808594821,0.7233913302495744,9,0.0011222435499392625,0.08503385320530585,0.0012233591021773096,0.9173459762893138,0.0003850319508283151,0.0611778177457255,0.0012403770246838391,0.31041525533452724,8
