scen,gamma,sid,code,n_elig,nsyn,npairs,obs:sil,obs:viv,oracle|sil,oracle|sil:null,oracle|viv,oracle|viv:null,N0|sil,N0|sil:null,N0|viv,N0|viv:null,N0|iters,N1|sil,N1|sil:null,N1|sil:csd,N1|sil:z,N1|viv,N1|viv:null,N1|viv:csd,N1|viv:z,N1|iters,N3|sil,N3|sil:null,N3|sil:csd,N3|sil:z,N3|viv,N3|viv:null,N3|viv:csd,N3|viv:z,N3|iters
G1,1.0,0,280aef9f8938,143,7386,6902,0.09301248616659037,0.06597457190110194,0.008898550731234689,0.08411393543535568,0.006148903165986107,0.05982566873511585,0.010941729210832312,0.08207075695575805,0.007274205913972116,0.05870036598712985,5,0.002104632307777034,0.09090785385881334,0.0013812129817202747,1.523756535473446,0.0020035685141697275,0.06397100338693222,0.0014932075639499459,1.3417883504887533,8,0.0016456988321811655,0.09136678733440919,0.0011561161192164828,1.4234719201878097,0.0023526287036369623,0.063621943197465,0.0012159949979483379,1.9347355109242932,9
G1,1.0,1,280aef9f8938,143,7386,6952,0.09243467877023227,0.06546901710056315,0.007860593709042862,0.08457408506118942,0.005502990873281357,0.05996602622728178,0.00992848769759628,0.082506191072636,0.006877898847747682,0.05859111825281544,5,0.0012326913536996748,0.09120198741653261,0.0011793161034802694,1.045259494093136,0.0008804988888782018,0.06458851821168494,0.001341592441715217,0.6563087726944032,10,0.0009468863083219474,0.09148779246191033,0.0012210070891609678,0.775496159463426,0.0013157516212895196,0.06415326547927361,0.0011912307942029533,1.1045312358382093,10
G1,1.0,2,280aef9f8938,143,7386,6908,0.09096826546077415,0.06554399418597678,0.006916798232690698,0.08405146722808345,0.006164028309790491,0.059379965876186304,0.00848972367956313,0.08247854178121101,0.007045308600513557,0.058498685585463235,5,0.0015873404919732955,0.08938092496880083,0.0012056231675996569,1.3166141250699595,0.002343134894233188,0.06320085929174361,0.0014772006179135753,1.586199508596655,8,0.0019616426796234517,0.08900662278115071,0.0013490823232281011,1.454057062232947,0.002384930471193274,0.06315906371478351,0.0014414938113407026,1.654485404259281,9
G1,1.0,3,280aef9f8938,143,7386,6954,0.08868842298873829,0.06135578303489105,0.00444657518194331,0.08424184780679499,0.0018156534594907985,0.05954012957540023,0.007506616810053347,0.08118180617868495,0.003744655762720334,0.05761112727217071,5,0.0005961507535623987,0.08809227223517589,0.0012241035191431274,0.48701008063411527,-0.0008642911163183474,0.062220074151209386,0.0012952474662903109,-0.6672787546875071,9,0.0006441376616839104,0.08804428532705438,0.0014169753980007992,0.4545863411550545,-0.0004773165425124085,0.06183309957740345,0.001321545517208935,-0.3611805543561503,8
G1,1.0,4,280aef9f8938,144,7386,6934,0.09249565065529436,0.06486736352869499,0.008289469177808782,0.08420618147748557,0.005098348550715167,0.05976901497797982,0.009788046105906952,0.0827076045493874,0.006289474461229678,0.058577889067465305,5,0.001806872427454891,0.09068877822783945,0.0014104430962524996,1.281067227919858,0.0012003342776858508,0.06366702925100914,0.001328093476099958,0.9038025555330026,9,0.0017030695329419117,0.09079258112235244,0.0010921801213585557,1.559330278620595,0.0010980665142250278,0.06376929701446994,0.0011983661972495188,0.9163029771244399,11
G1,1.0,5,280aef9f8938,142,7386,6912,0.09418762400518323,0.0652739985348165,0.009733359029441455,0.08445426497574177,0.005206388467938124,0.06006761006687837,0.011164502099363049,0.08302312190582016,0.006283246624453011,0.05899075191036349,5,0.001747725053403651,0.09243989895177956,0.001266872748284569,1.3795584882303202,0.0005444961880953446,0.06472950234672115,0.0012593493487861307,0.4323630997389064,10,0.0022148657479069225,0.09197275825727627,0.0012546528566013467,1.7653215678372092,0.0009831333577326135,0.06429086517708386,0.0013102094800603577,0.7503634897278588,9
G1,1.0,6,280aef9f8938,144,7386,6913,0.09232726535964683,0.06315614174701675,0.008079587639068145,0.08424767772057867,0.0034770549881112545,0.05967908675890551,0.010150845264672121,0.08217642009497471,0.004835028425116261,0.0583211133219005,5,0.001960173136313725,0.09036709222333311,0.0010920453068993215,1.7949558721874883,-0.0002762101945458476,0.0634323519415626,0.0011789079133766277,-0.23429327381027282,9,0.0018905601703354034,0.09043670518931142,0.0012524054786534704,1.5095431971185946,-0.0001114103911734096,0.06326755213819017,0.00132383953262092,-0.08415702086856462,8
G1,1.0,7,280aef9f8938,144,7386,6890,0.09401220069042462,0.06526621257697982,0.009715317555541904,0.08429688313488273,0.005398072159109803,0.05986814041787,0.011627085720853393,0.08238511496957122,0.006767560219061674,0.058498652357918145,5,0.001257826577424565,0.09275437411300007,0.0014776432088982922,0.8512383570336854,-0.00032496754356489823,0.06559118012054471,0.0013811235053048582,-0.23529216780158085,9,0.0013332428698723316,0.0926789578205523,0.0012119098971542855,1.100117156401603,5.934488327776251e-05,0.06520686769370204,0.0013585391381703363,0.04368286610990646,9
G1,1.0,8,280aef9f8938,142,7386,6949,0.0932591888488378,0.06643254282977233,0.00878256593145296,0.08447662291738484,0.006414912012666814,0.06001763081710552,0.011493283505298756,0.08176590534353903,0.00818731670913107,0.058245226120641244,5,0.0031176244290223353,0.09014156441981544,0.0012005062404967775,2.5969248004343912,0.002061466463253193,0.06437107636651913,0.0012258426158483888,1.6816730276802134,7,0.0027638067175600055,0.09049538213127777,0.001255947668446209,2.2005747428786093,0.0016888785096545722,0.06474366432011776,0.0013692418782596722,1.2334405896211436,9
G1,1.0,9,280aef9f8938,143,7386,6896,0.09260086466906174,0.06318452858051356,0.008330002372065604,0.08427086229699612,0.0034207042661847913,0.059763824314328765,0.01016409661756408,0.08243676805149765,0.004620582043083413,0.058563946537430155,5,0.0027559031352393957,0.08984496153382236,0.0011040618797614444,2.4961491613448934,-0.00043049735381644485,0.06361502593433001,0.0013239301172583242,-0.32516622154343405,9,0.0020497085220164152,0.09055115614704533,0.0010865331873009096,1.886466558014817,-0.0001639233166307845,0.06334845189714434,0.0012993966323262202,-0.12615341040042863,8
